"city_name";"mundi_code";"sc_code";"neighborhood";"district";"renta_neta_media_por_persona";"renta_neta_media_por_hogar";"media_de_la_renta_por_unidad_de_consumo";"mediana_de_la_renta_por_unidad_de_consumo";"renta_bruta_media_por_persona";"renta_bruta_media_por_hogar";"edad_media_de_la_poblacion";"porcentaje_de_poblacion_menor_de_18_anos";"porcentaje_de_poblacion_de_65_y_mas_anos";"tamano_medio_del_hogar";"porcentaje_de_hogares_unipersonales";"poblacion";"porcentaje_de_poblacion_espanola";"fuente_de_ingreso_salario";"fuente_de_ingreso_pensiones";"fuente_de_ingreso_prestaciones_por_desempleo";"fuente_de_ingreso_otras_prestaciones";"fuente_de_ingreso_otros_ingresos";"cluster"
"Barcelona";"801902079";"2079";"la Dreta de l’Eixample";"Eixample";26250;60158;40614;26600;36834;84415;42.9;13.4;20.2;2;39.5;1326;65.2;15620;4641;582;644;14388;4
"Barcelona";"801902080";"2080";"la Dreta de l’Eixample";"Eixample";23429;56010;34592;27650;32682;78130;43.6;13.1;20.1;2;38.4;1448;70;16521;4196;640;709;10615;4
"Barcelona";"801902081";"2081";"la Dreta de l’Eixample";"Eixample";23472;53417;36603;28350;33900;77147;45.3;12.2;23.3;2;39.1;2061;74.2;16774;5259;622;612;10632;4
"Barcelona";"801902082";"2082";"la Dreta de l’Eixample";"Eixample";23105;50722;33989;26950;30542;67047;46.3;10.6;25.3;2;37.8;880;76.6;13108;5485;800;1121;10028;3
"Barcelona";"801902083";"2083";"la Dreta de l’Eixample";"Eixample";26396;58382;39670;29050;36955;81736;44;13.2;22.3;2;42.3;1779;72.6;17933;4626;526;819;13051;4
"Barcelona";"801902084";"2084";"l’Antiga Esquerra de l’Eixample";"Eixample";20219;45960;30065;26250;26681;60649;44;12.1;19.6;2;38.6;2017;75.7;14583;4297;663;768;6370;4
"Barcelona";"801902085";"2085";"l’Antiga Esquerra de l’Eixample";"Eixample";21332;47096;31308;26250;28922;63853;44;12.7;19.9;2;38;1375;74;16688;3964;749;649;6873;4
"Barcelona";"801902086";"2086";"l’Antiga Esquerra de l’Eixample";"Eixample";22886;55177;34796;27650;30443;73395;42.5;16.2;17.4;2;33.9;1377;80;17130;3745;730;808;8031;4
"Barcelona";"801902087";"2087";"l’Antiga Esquerra de l’Eixample";"Eixample";20709;48127;30375;25550;26897;62507;43.9;13.2;20.4;2;36.3;1429;78.3;14920;4461;851;603;6062;4
"Barcelona";"801902088";"2088";"l’Antiga Esquerra de l’Eixample";"Eixample";22684;50740;32665;26950;30736;68750;44.9;12.7;21.3;2;41.1;1605;77.3;16062;4526;721;667;8760;4
"Barcelona";"801902089";"2089";"l’Antiga Esquerra de l’Eixample";"Eixample";20570;46056;30868;25550;28117;62954;44.2;11.4;18.7;2;40.2;1753;74.5;16705;3636;701;825;6249;4
"Barcelona";"801902090";"2090";"l’Antiga Esquerra de l’Eixample";"Eixample";18948;43512;27677;23450;24457;56162;42.8;11.5;17.3;2;37.8;1659;68.8;14692;3688;901;676;4500;3
"Barcelona";"801902091";"2091";"l’Antiga Esquerra de l’Eixample";"Eixample";19850;47023;28586;23450;25713;60911;43.3;9.9;17.8;2;37.8;1806;64;14092;3517;825;615;6664;3
"Barcelona";"801902092";"2092";"l’Antiga Esquerra de l’Eixample";"Eixample";18722;41643;26577;22050;24238;53912;44.7;9.7;19.7;2;42.2;1673;54.1;13399;4279;896;683;4982;3
"Barcelona";"801902093";"2093";"l’Antiga Esquerra de l’Eixample";"Eixample";20987;50166;30503;23450;27110;64802;44.9;11.1;21.7;2;34.5;1611;74.5;14125;4766;830;635;6755;3
"Barcelona";"801902094";"2094";"l’Antiga Esquerra de l’Eixample";"Eixample";19769;46062;28389;25550;25259;58854;45.6;9.5;23;2;33.9;1459;72.7;13433;5508;844;939;4535;3
"Barcelona";"801902095";"2095";"l’Antiga Esquerra de l’Eixample";"Eixample";18893;44801;27669;23450;24321;57674;44.3;10.5;20;2;34.6;1512;72.9;14312;4344;897;729;4040;3
"Barcelona";"801902096";"2096";"l’Antiga Esquerra de l’Eixample";"Eixample";17973;40997;25413;22050;22769;51936;44.3;10.5;21;2;38.1;1364;71.8;13268;4407;918;700;3476;3
"Barcelona";"801902097";"2097";"l’Antiga Esquerra de l’Eixample";"Eixample";17756;40249;25777;22050;22481;50959;44.3;12.5;20.1;2;36.4;1038;74.4;13972;3669;877;807;3156;3
"Barcelona";"801902098";"2098";"l’Antiga Esquerra de l’Eixample";"Eixample";19047;42949;27552;22750;24666;55620;43.7;10.6;19.2;2;36.2;1431;72;15021;3918;806;558;4363;3
"Barcelona";"801902099";"2099";"l’Antiga Esquerra de l’Eixample";"Eixample";21141;53739;31444;24850;28433;72276;43.2;13;18.2;2;35.1;1543;74.4;17867;4147;834;581;5005;4
"Barcelona";"801902100";"2100";"l’Antiga Esquerra de l’Eixample";"Eixample";20424;44841;29361;26250;26254;57641;46;9.9;24.1;2;37.1;1314;83.1;14802;6054;717;944;3738;3
"Barcelona";"801902101";"2101";"l’Antiga Esquerra de l’Eixample";"Eixample";19138;46136;27858;23450;24600;59304;44.6;13.7;23;2;35.1;2150;74.7;13674;5102;753;904;4168;3
"Barcelona";"801902102";"2102";"l’Antiga Esquerra de l’Eixample";"Eixample";23409;52562;33899;28350;30814;69190;46.2;13.8;25.4;2;36.5;1365;85.7;16865;5817;669;1073;6390;4
"Barcelona";"801902103";"2103";"l’Antiga Esquerra de l’Eixample";"Eixample";17853;38369;25195;22050;22656;48691;43.9;10.7;20.6;2;38.5;1614;73.7;14142;4192;782;696;2845;3
"Barcelona";"801902104";"2104";"l’Antiga Esquerra de l’Eixample";"Eixample";20963;49705;30644;26250;27700;65679;45.8;13.8;26.9;2;29.8;1158;82.7;15053;6186;567;917;4976;3
"Barcelona";"801902105";"2105";"l’Antiga Esquerra de l’Eixample";"Eixample";17994;41579;26138;21350;22940;53008;44.5;12.3;21.4;2;37.2;2019;76;13223;4305;814;823;3775;3
"Barcelona";"801902106";"2106";"l’Antiga Esquerra de l’Eixample";"Eixample";21241;48946;32624;27650;29235;67367;44.1;16.6;22.3;2;36.5;1377;80.6;15896;4946;664;606;7123;4
"Barcelona";"801902107";"2107";"l’Antiga Esquerra de l’Eixample";"Eixample";21921;51074;32256;27650;29333;68343;46.3;13.7;25.7;2;34.8;1621;84.2;15429;5625;607;698;6973;4
"Barcelona";"801902108";"2108";"l’Antiga Esquerra de l’Eixample";"Eixample";24828;56719;35917;29050;33129;75683;46;15.6;26.6;2;38.7;1612;84.4;15537;6029;544;781;10238;4
"Barcelona";"801902109";"2109";"l’Antiga Esquerra de l’Eixample";"Eixample";24180;55443;35647;30450;32888;75412;46.5;13.9;25.7;2;37.6;2033;85.3;17723;6021;640;876;7629;4
"Barcelona";"801902110";"2110";"la Nova Esquerra de l’Eixample";"Eixample";18574;42455;27352;22050;24163;55229;42.8;15;18.9;2;37.2;1833;77.2;14580;3881;858;805;4039;3
"Barcelona";"801902111";"2111";"la Nova Esquerra de l’Eixample";"Eixample";19443;43672;28061;22750;24896;55921;44.9;13.5;22.1;2;36.5;1807;78.7;14382;4597;868;693;4357;3
"Barcelona";"801902112";"2112";"la Nova Esquerra de l’Eixample";"Eixample";24757;56933;35956;30450;33165;76266;48.7;12.1;31.6;2;29.2;1286;86.3;18420;7667;562;1010;5506;3
"Barcelona";"801902113";"2113";"la Nova Esquerra de l’Eixample";"Eixample";22840;55412;34231;29750;30460;73899;45.3;16.4;27.4;2;30.9;2163;84.5;18000;6224;588;738;4910;3
"Barcelona";"801902114";"2114";"la Nova Esquerra de l’Eixample";"Eixample";19046;42559;27312;24150;24022;53680;48.1;12.2;28.6;2;37.3;1658;82.3;12560;6186;687;869;3720;3
"Barcelona";"801902115";"2115";"la Nova Esquerra de l’Eixample";"Eixample";17800;40799;25552;20650;22706;52043;45.4;14.4;23.2;2;38.4;1317;79.4;13089;4489;820;632;3676;3
"Barcelona";"801902116";"2116";"la Nova Esquerra de l’Eixample";"Eixample";23928;57570;35213;31150;31086;74791;46.6;14.4;25.2;2;29.7;975;89.8;17733;6715;686;877;5075;3
"Barcelona";"801902117";"2117";"la Nova Esquerra de l’Eixample";"Eixample";19332;45768;27981;26250;24714;58511;46.9;13.6;29;2;36;1195;81.1;13159;6820;661;729;3347;3
"Barcelona";"801902118";"2118";"la Nova Esquerra de l’Eixample";"Eixample";20942;50996;31121;26950;27075;65933;44.6;12.8;20.4;2;33.6;1473;81.3;16138;4735;751;767;4685;4
"Barcelona";"801902119";"2119";"la Nova Esquerra de l’Eixample";"Eixample";20453;47153;29579;26250;26135;60253;46.6;12.9;27.2;2;33.5;1261;85.8;13768;7594;658;711;3404;3
"Barcelona";"801902120";"2120";"la Nova Esquerra de l’Eixample";"Eixample";18675;41917;26472;23450;23453;52640;47.4;9.6;26.7;2;34.8;1145;84.4;12515;5965;747;949;3276;3
"Barcelona";"801902121";"2121";"la Nova Esquerra de l’Eixample";"Eixample";19760;41339;27552;23450;25263;52850;46.5;11.9;23.9;2;42.6;1205;82;14493;5452;797;573;3948;3
"Barcelona";"801902122";"2122";"la Nova Esquerra de l’Eixample";"Eixample";21266;51371;31459;28350;27539;66525;47.6;11.4;28.8;2;30.3;1031;86;14536;7627;559;861;3956;3
"Barcelona";"801902123";"2123";"la Nova Esquerra de l’Eixample";"Eixample";19224;40377;27103;24150;24670;51816;45.7;10.8;23.1;2;40.8;1105;79.3;16164;4773;849;582;2302;3
"Barcelona";"801902124";"2124";"la Nova Esquerra de l’Eixample";"Eixample";21734;49855;31229;26950;27653;63432;48.4;11.9;30.2;2;33.5;1072;88.9;13462;8723;680;820;3749;3
"Barcelona";"801902125";"2125";"la Nova Esquerra de l’Eixample";"Eixample";19610;45737;28317;24850;25111;58569;47.4;12.2;28;2;31.8;1669;85.3;13677;5989;697;784;3965;3
"Barcelona";"801902126";"2126";"la Nova Esquerra de l’Eixample";"Eixample";20413;47822;29518;28350;25660;60115;47.4;11.1;27.9;2;30.2;1454;84.7;13990;6108;632;918;4012;3
"Barcelona";"801902127";"2127";"la Nova Esquerra de l’Eixample";"Eixample";18019;38572;25187;22050;22905;49032;44.2;11.7;20.7;2;42.2;1130;76.1;13554;4367;937;900;3146;3
"Barcelona";"801902128";"2128";"la Nova Esquerra de l’Eixample";"Eixample";17049;38821;24187;19950;21522;49005;44.8;11.2;21.3;2;36;1296;75.2;13481;4281;891;705;2164;3
"Barcelona";"801902129";"2129";"la Nova Esquerra de l’Eixample";"Eixample";19378;45081;27674;24150;24579;57182;47.5;10.1;27.1;2;32.8;1486;80.3;13462;6358;687;823;3249;3
"Barcelona";"801902130";"2130";"la Nova Esquerra de l’Eixample";"Eixample";25607;64047;38464;32550;34563;86447;47.6;12.7;31.4;2;27;1100;89.7;18974;8063;490;774;6261;3
"Barcelona";"801902131";"2131";"la Nova Esquerra de l’Eixample";"Eixample";18244;41405;25745;22050;23175;52597;45.2;11.8;24.9;2;37.7;1134;76.7;13367;5482;746;769;2812;3
"Barcelona";"801902132";"2132";"la Nova Esquerra de l’Eixample";"Eixample";20015;46477;28851;24850;25266;58670;47.4;10.9;25.7;2;34.8;1028;81.8;13934;7135;859;818;2520;3
"Barcelona";"801902133";"2133";"la Nova Esquerra de l’Eixample";"Eixample";19736;44325;28113;26950;24564;55167;51;10.8;36.8;2;33.3;809;86.4;11207;8723;456;786;2443;3
"Barcelona";"801902134";"2134";"la Nova Esquerra de l’Eixample";"Eixample";17666;40022;25316;22750;22028;49905;46.4;10.2;26.2;2;35.8;1447;79.5;11791;5937;784;796;2720;3
"Barcelona";"801902135";"2135";"la Nova Esquerra de l’Eixample";"Eixample";16265;36458;23262;20650;20794;46611;43.4;12.1;18.6;2;38.2;2101;76.5;13829;3739;867;545;1814;3
"Barcelona";"801902136";"2136";"la Nova Esquerra de l’Eixample";"Eixample";19119;43320;27441;25900;23922;54202;46.8;10.8;26.5;2;33.2;880;82.6;13130;6289;793;1060;2651;3
"Barcelona";"801902137";"2137";"la Nova Esquerra de l’Eixample";"Eixample";16462;38856;23472;20650;20586;48589;43.7;11.6;19.4;2;32.9;1451;72.2;12432;4179;896;737;2342;3
"Barcelona";"801902138";"2138";"la Nova Esquerra de l’Eixample";"Eixample";19062;45017;27769;24150;24396;57613;45.8;12.9;24.5;2;34.1;1921;81.3;13667;5673;782;788;3486;3
"Barcelona";"801902139";"2139";"la Nova Esquerra de l’Eixample";"Eixample";17339;38259;24526;20650;21897;48317;43.1;10.7;18.3;2;38.8;1624;71.5;13876;3620;827;629;2945;3
"Barcelona";"801902140";"2140";"la Nova Esquerra de l’Eixample";"Eixample";18665;42232;27051;24150;23410;52968;45;12;21.5;2;34.7;1855;80.8;13447;4919;870;846;3327;3
"Barcelona";"801902141";"2141";"la Nova Esquerra de l’Eixample";"Eixample";17770;41692;25681;22050;22351;52440;46.1;11.6;24;2;34.9;1125;76.2;12081;5398;801;623;3447;3
"Barcelona";"801902142";"2142";"la Nova Esquerra de l’Eixample";"Eixample";15579;37012;22349;19250;19410;46113;43.4;12.7;18.7;2;32.9;2000;74.8;11598;3788;799;702;2522;3
"Barcelona";"801902143";"2143";"la Nova Esquerra de l’Eixample";"Eixample";17841;42203;26837;23450;23696;56052;44.3;12.1;21;2;32.2;1348;72.3;13652;4252;970;763;4060;3
"Barcelona";"801902144";"2144";"la Nova Esquerra de l’Eixample";"Eixample";19526;47733;28588;24150;25227;61671;43.9;10.9;19.7;2;31.8;1479;73;13871;4728;742;657;5230;3
"Barcelona";"801902145";"2145";"la Nova Esquerra de l’Eixample";"Eixample";18316;44555;26385;20650;23372;56854;42.3;12.1;14.9;2;34.3;1147;71.6;14365;3888;796;674;3649;3
"Barcelona";"801902146";"2146";"la Nova Esquerra de l’Eixample";"Eixample";18259;43608;26293;22750;23052;55056;45.6;10;22.2;2;32.8;1174;76.5;13695;4783;823;831;2921;3
"Barcelona";"801902147";"2147";"la Nova Esquerra de l’Eixample";"Eixample";17450;40797;25076;21350;21895;51188;44.7;12.2;20.4;2;34.8;2093;77.5;12919;4514;791;639;3032;3
"Barcelona";"801902148";"2148";"la Nova Esquerra de l’Eixample";"Eixample";18915;41647;26597;22750;23815;52435;44.8;12.4;22.5;2;37.3;1574;78.8;13812;5285;838;810;3070;3
"Barcelona";"801902149";"2149";"la Nova Esquerra de l’Eixample";"Eixample";17408;41771;25618;21350;22205;53280;43.4;13.5;18.2;2;35.7;1747;74.9;13168;4204;870;629;3334;3
"Barcelona";"801902150";"2150";"Sant Antoni";"Eixample";16227;39833;23585;19250;20091;49318;43.7;11.7;19.7;2;33.8;1515;69.6;11592;3771;927;589;3212;3
"Barcelona";"801902151";"2151";"Sant Antoni";"Eixample";17404;41179;25315;21350;22071;52222;43.9;11.7;19.4;2;34;1457;73.8;13278;4134;1002;830;2827;3
"Barcelona";"801902152";"2152";"Sant Antoni";"Eixample";19625;46542;28919;25550;25369;60164;49;10.6;32.6;2;33;1203;80.6;11781;7756;743;870;4219;3
"Barcelona";"801902153";"2153";"Sant Antoni";"Eixample";18615;42399;26407;24150;23237;52927;48.4;12.5;28.7;2;33.5;1303;83.3;11621;5854;744;721;4297;3
"Barcelona";"801902154";"2154";"Sant Antoni";"Eixample";14652;36227;21120;18550;18141;44855;43.4;11.1;19;2;33.8;1055;67.9;10692;3546;945;676;2282;3
"Barcelona";"801902155";"2155";"Sant Antoni";"Eixample";15789;37688;22681;20650;19394;46292;46.8;12.4;25.9;2;35.2;1803;78.5;10555;5054;879;608;2297;3
"Barcelona";"801902156";"2156";"Sant Antoni";"Eixample";17450;39341;24766;21350;21806;49162;49.3;9.3;30.1;2;35.8;1264;81.6;11668;6169;827;725;2417;3
"Barcelona";"801902157";"2157";"Sant Antoni";"Eixample";16490;38630;23660;20300;20380;47743;45.4;13;24.9;2;36.3;1193;75.8;11273;4774;939;749;2644;3
"Barcelona";"801902158";"2158";"Sant Antoni";"Eixample";17288;41337;24989;22050;21604;51657;46.6;12;25.4;2;32.1;1577;78.8;11752;5783;884;696;2490;3
"Barcelona";"801902159";"2159";"Sant Antoni";"Eixample";18243;45789;26646;22750;23107;57997;43.9;13.1;20.5;2;32;1902;75.2;12700;4135;785;724;4763;3
"Barcelona";"801902160";"2160";"Sant Antoni";"Eixample";18726;43572;27026;23450;23748;55258;45.9;11.8;23;2;34.2;1954;79.6;13358;5036;811;611;3932;3
"Barcelona";"801902161";"2161";"Sant Antoni";"Eixample";16045;38714;24260;21350;20844;50292;43.5;11.1;19.4;2;30.1;1152;73.4;12389;3848;860;855;2892;3
"Barcelona";"801902162";"2162";"Sant Antoni";"Eixample";16046;36884;22434;19250;19645;45156;46.5;11.7;23.3;2;39.2;1368;75.1;11355;4228;870;824;2368;3
"Barcelona";"801902163";"2163";"Sant Antoni";"Eixample";18462;42578;26573;22750;23381;53924;45.1;10.3;22.3;2;32.4;1800;76.6;13271;4751;848;776;3736;3
"Barcelona";"801902164";"2164";"Sant Antoni";"Eixample";17514;40298;24838;20650;22479;51721;43.5;10.5;17.7;2;38.1;1414;67.7;12941;3666;962;567;4342;3
"Barcelona";"801902165";"2165";"Sant Antoni";"Eixample";17206;40450;24515;19950;21521;50593;44.2;12.4;20.5;2;37.1;1673;74.6;12256;4232;990;745;3298;3
"Barcelona";"801902166";"2166";"Sant Antoni";"Eixample";16284;37442;23289;19250;20296;46667;43.8;12.9;19.3;2;36;2063;71.1;11694;3679;1079;891;2952;3
"Barcelona";"801902167";"2167";"Sant Antoni";"Eixample";17693;42427;25991;22050;22214;53267;45.5;13.6;23.8;2;34.4;2096;80.1;12494;5313;900;681;2825;3
"Barcelona";"801902168";"2168";"Sant Antoni";"Eixample";16313;37176;23313;20650;20316;46301;44.3;13.1;20.1;2;37.1;2220;72.8;11981;3707;904;731;2993;3
"Barcelona";"801902169";"2169";"Sant Antoni";"Eixample";16334;36150;23074;20650;20239;44791;44.9;11.6;19.6;2;39.6;1513;75.2;12647;3523;879;709;2481;3
"Barcelona";"801902170";"2170";"Sant Antoni";"Eixample";15946;37523;23237;19950;19578;46071;45.6;11.8;22.5;2;33.9;1498;77.4;11287;4348;970;652;2321;3
"Barcelona";"801902171";"2171";"Sant Antoni";"Eixample";14544;34836;20691;17850;17883;42834;44.8;12.7;22.3;2;37.5;1629;72.4;10206;3859;978;667;2174;3
"Barcelona";"801902172";"2172";"Sant Antoni";"Eixample";15406;35399;22007;19250;19001;43660;43.8;12.2;18.2;2;38.5;1546;72.2;11849;2893;995;598;2666;3
"Barcelona";"801902173";"2173";"Sant Antoni";"Eixample";16515;37183;23228;19950;20708;46625;44.6;11.8;20.1;2;38.7;1498;78.6;11582;3946;853;728;3599;3
"Barcelona";"801903001";"3001";"el Poble Sec";"Sants-Montjuïc";14132;33524;20252;17850;17267;40959;45.6;11.9;23.3;2;33.4;1635;74.9;9907;4122;865;796;1576;3
"Barcelona";"801903002";"3002";"el Poble Sec";"Sants-Montjuïc";12763;29391;18253;16450;15199;35000;43.6;12.5;18.2;2;37.3;1860;69.2;9273;3006;1140;742;1039;3
"Barcelona";"801903003";"3003";"el Poble Sec";"Sants-Montjuïc";11578;28998;16560;13650;13966;34979;42;13.4;15.9;2;35.7;1646;64.6;8778;2549;1091;583;964;1
"Barcelona";"801903004";"3004";"el Poble Sec";"Sants-Montjuïc";14474;33896;20478;18550;17691;41429;43.8;12.4;19.9;2;36.2;1602;72.9;10761;3802;945;628;1554;3
"Barcelona";"801903005";"3005";"el Poble Sec";"Sants-Montjuïc";12920;28327;17926;16450;15483;33947;45.9;12.2;24.5;2;39;1166;71.6;8405;3898;1012;824;1344;3
"Barcelona";"801903006";"3006";"el Poble Sec";"Sants-Montjuïc";12443;31084;17899;15050;15007;37489;42;13.6;15.4;2;34.9;1301;65;9323;2340;1092;591;1660;1
"Barcelona";"801903007";"3007";"el Poble Sec";"Sants-Montjuïc";12934;31771;18575;16450;15649;38439;43.7;13;19;2;33.4;1636;68.1;9338;3085;1051;690;1486;3
"Barcelona";"801903008";"3008";"el Poble Sec";"Sants-Montjuïc";12690;29288;17827;14350;15237;35167;43.1;11.6;18.1;2;37.9;1119;67.6;8671;2846;1111;472;2137;3
"Barcelona";"801903009";"3009";"el Poble Sec";"Sants-Montjuïc";13920;33380;19803;17850;16877;40471;44.3;11.8;20;2;36.7;1177;71.2;10113;3454;1112;650;1548;3
"Barcelona";"801903010";"3010";"el Poble Sec";"Sants-Montjuïc";12024;31460;17492;15050;14377;37616;41.5;13.8;14.9;3;31.8;1633;60.7;8471;2847;1066;525;1469;2
"Barcelona";"801903011";"3011";"el Poble Sec";"Sants-Montjuïc";10404;25642;15125;12950;12645;31165;40;14.2;12.4;2;39.3;1692;58.7;8014;2084;1122;520;905;1
"Barcelona";"801903012";"3012";"el Poble Sec";"Sants-Montjuïc";12669;31030;18056;15050;15334;37556;42.3;11.2;15.4;2;34.6;2062;61.9;9579;2567;1060;590;1537;1
"Barcelona";"801903013";"3013";"el Poble Sec";"Sants-Montjuïc";11882;28178;16949;14350;14370;34079;41.1;12.8;11.9;2;37.9;1695;58.9;9632;1876;1183;532;1148;1
"Barcelona";"801903014";"3014";"el Poble Sec";"Sants-Montjuïc";11610;28216;16677;15050;13917;33825;41.1;12.2;13.9;2;37.1;1717;60.9;9161;2135;1214;516;891;1
"Barcelona";"801903015";"3015";"el Poble Sec";"Sants-Montjuïc";11736;29484;16961;15050;14174;35610;41.4;13;14.4;2;34.1;2895;60.9;9000;2498;1005;476;1195;1
"Barcelona";"801903016";"3016";"el Poble Sec";"Sants-Montjuïc";11444;30120;16606;14350;13732;36142;41;12.2;14.1;3;33.3;1217;58.9;8416;2380;1285;445;1206;2
"Barcelona";"801903017";"3017";"el Poble Sec";"Sants-Montjuïc";11246;28245;16407;14350;13390;33633;39.9;14.3;11.9;2;36.5;1612;56.9;8614;1968;1220;554;1035;1
"Barcelona";"801903018";"3018";"el Poble Sec";"Sants-Montjuïc";12423;32862;18221;16450;14969;39599;43.4;13.3;19;3;26.7;1674;69.2;9096;3045;1103;546;1179;2
"Barcelona";"801903019";"3019";"el Poble Sec";"Sants-Montjuïc";11951;30561;17636;15750;14411;36851;41.4;13.6;15;3;31.8;1512;62.9;9324;2239;1118;692;1039;2
"Barcelona";"801903020";"3020";"el Poble Sec";"Sants-Montjuïc";15167;37030;21799;19250;18357;44818;47.6;11;26.6;2;29.9;1120;76.8;9844;5012;830;882;1788;3
"Barcelona";"801903021";"3021";"el Poble Sec";"Sants-Montjuïc";14636;35070;21424;19250;17704;42423;47.8;11.2;26.8;2;30.7;1009;79.9;9061;5031;1014;772;1826;3
"Barcelona";"801903022";"3022";"el Poble Sec";"Sants-Montjuïc";13719;32532;19659;17150;16678;39550;43.9;13.2;20.1;2;35.4;1420;73.2;10317;3347;1071;565;1378;3
"Barcelona";"801903023";"3023";"el Poble Sec";"Sants-Montjuïc";12067;30537;17831;15750;14548;36814;41.9;13;15;2;32;1852;67.4;9285;2406;1105;566;1186;1
"Barcelona";"801903024";"3024";"el Poble Sec";"Sants-Montjuïc";12286;30548;18002;15750;15062;37450;40.5;15.1;12.8;2;33.3;1936;66.2;9573;2001;1030;634;1825;1
"Barcelona";"801903025";"3025";"la Marina del Prat Vermell";"Sants-Montjuïc";11159;26484;16521;15750;12952;30740;42.8;16.3;17.9;2;35.8;1266;85.7;7555;2898;881;1034;583;3
"Barcelona";"801903026";"3026";"la Marina de Port";"Sants-Montjuïc";13807;31991;19680;19250;16063;37219;51.4;13.1;36.2;2;30.8;1002;89.1;7439;5970;750;1051;853;3
"Barcelona";"801903027";"3027";"la Marina de Port";"Sants-Montjuïc";14238;32722;20533;18550;17177;39476;46.1;15;22.6;2;37.1;1725;88.8;10820;3750;785;783;1038;3
"Barcelona";"801903028";"3028";"la Marina de Port";"Sants-Montjuïc";15609;39171;23852;22050;19770;49614;39.5;22.6;12.8;2;32.3;2573;80.8;14201;2375;743;648;1802;1
"Barcelona";"801903029";"3029";"la Marina de Port";"Sants-Montjuïc";12679;31976;18515;17150;14669;36994;45.1;14;18.7;3;27.8;1273;88.2;8803;3199;936;1259;455;2
"Barcelona";"801903030";"3030";"la Marina de Port";"Sants-Montjuïc";14128;34244;20401;19250;16716;40517;46.2;12;21.6;2;30.1;1562;81.9;10304;3717;882;971;843;3
"Barcelona";"801903031";"3031";"la Marina de Port";"Sants-Montjuïc";12905;32087;18900;17850;15165;37706;45.9;14.8;24.7;2;26.1;2385;88.9;8161;4431;784;993;796;3
"Barcelona";"801903032";"3032";"la Marina de Port";"Sants-Montjuïc";11609;28412;17132;15050;13746;33643;41.8;18.1;18.2;2;34.5;1668;81.7;8611;2583;846;1002;703;3
"Barcelona";"801903033";"3033";"la Marina de Port";"Sants-Montjuïc";10092;26459;14894;13650;11594;30398;42.9;15.8;19.2;3;31.9;1448;70.4;6655;2872;954;566;548;2
"Barcelona";"801903034";"3034";"la Marina de Port";"Sants-Montjuïc";12951;32812;19104;17850;15457;39159;44.9;12.7;20;3;26.4;1477;84.8;9046;3694;977;870;871;2
"Barcelona";"801903035";"3035";"la Marina de Port";"Sants-Montjuïc";14261;36239;20868;19950;17081;43406;47.4;12.2;25.5;3;27.6;2223;86.5;9707;4664;835;859;1017;2
"Barcelona";"801903036";"3036";"la Marina de Port";"Sants-Montjuïc";15410;37650;22655;21350;19010;46446;43.8;15.8;20.2;2;29.7;2379;85.1;11742;4310;832;752;1373;3
"Barcelona";"801903037";"3037";"la Marina de Port";"Sants-Montjuïc";14502;37179;21388;20650;17595;45111;45.3;11.5;16.9;3;25.1;1004;90.6;11657;3376;1064;653;846;2
"Barcelona";"801903038";"3038";"la Marina de Port";"Sants-Montjuïc";10204;27424;15215;14350;11580;31121;42.8;17.8;21.9;3;21.3;953;91.3;5947;3468;747;1123;295;2
"Barcelona";"801903039";"3039";"la Marina de Port";"Sants-Montjuïc";9827;25600;14616;13650;11252;29312;41.3;18.9;17;3;29.6;2469;76.9;6640;2565;1035;693;318;2
"Barcelona";"801903040";"3040";"la Font de la Guatlla";"Sants-Montjuïc";17679;38561;24713;23450;21980;47940;48.5;10.5;28.4;2;32.9;1426;86.5;12108;6305;844;693;2030;3
"Barcelona";"801903041";"3041";"la Font de la Guatlla";"Sants-Montjuïc";14845;36465;21427;19250;18086;44425;45.3;12.2;22.7;2;35.7;1351;78.6;11333;3845;848;620;1440;3
"Barcelona";"801903042";"3042";"la Font de la Guatlla";"Sants-Montjuïc";14018;33557;20171;18550;16974;40634;44.4;12.4;20.4;2;34.7;1328;76;10356;3604;988;618;1407;3
"Barcelona";"801903043";"3043";"la Font de la Guatlla";"Sants-Montjuïc";16454;38047;23380;20650;20208;46726;45.6;11.2;23.3;2;33.8;1469;77.4;11989;4351;840;844;2183;3
"Barcelona";"801903044";"3044";"la Font de la Guatlla";"Sants-Montjuïc";13809;33389;20058;17850;16874;40802;44.3;12.3;19.4;2;34.6;1813;73.2;10206;3548;910;622;1588;3
"Barcelona";"801903045";"3045";"la Font de la Guatlla";"Sants-Montjuïc";15778;34186;22376;21350;19370;41967;44.3;13.9;20.5;2;39.6;1038;78.7;12615;3658;903;735;1458;3
"Barcelona";"801903046";"3046";"la Font de la Guatlla";"Sants-Montjuïc";18633;43935;26638;24150;23107;54483;47.8;9.2;29.2;2;30.2;1390;82.1;12070;7376;717;750;2195;3
"Barcelona";"801903047";"3047";"Hostafrancs";"Sants-Montjuïc";14397;32560;20332;17850;17583;39766;43.3;11.8;18.2;2;37.4;1699;77.4;10783;3468;984;678;1670;3
"Barcelona";"801903048";"3048";"Hostafrancs";"Sants-Montjuïc";17424;38641;24990;22750;21546;47782;47.3;10.1;26.2;2;34.6;1271;78.9;11514;5804;975;791;2462;3
